;район;улица
951;Замоскворечье;Вишняковский пер.
952;Замоскворечье;Голиковский пер.
953;Замоскворечье;Дубининская ул.
954;Замоскворечье;Жуков пр.
955;Замоскворечье;Зацепа ул.
956;Замоскворечье;Зацепская пл.
957;Замоскворечье;Зацепский туп.
958;Замоскворечье;Зацепский Вал ул.
959;Замоскворечье;Иверский пер.
960;Замоскворечье;Кадашёвская наб.
961;Замоскворечье;Климентовский пер.
962;Замоскворечье;Кожевническая ул.
963;Замоскворечье;Кожевнический пр.
964;Замоскворечье;Комиссариатский пер.
965;Замоскворечье;Коровий Вал ул.
966;Замоскворечье;Космодамианская наб.
967;Замоскворечье;Летниковская ул.
968;Замоскворечье;Люсиновская ул.
969;Замоскворечье;Малая Ордынка ул.
970;Замоскворечье;Малая Пионерская ул.
971;Замоскворечье;Малый Ордынский пер.
972;Замоскворечье;Малый Строченовский пер.
973;Замоскворечье;Малый Татарский пер.
974;Замоскворечье;Мытная ул.
975;Замоскворечье;Нижняя Краснохолмская ул.
976;Замоскворечье;Новокузнецкая ул.
977;Замоскворечье;Овчинниковская наб.
978;Замоскворечье;Озерковская наб.
979;Замоскворечье;Озерковский пер.
980;Замоскворечье;Павелецкая пл.
981;Замоскворечье;Павла Андреева ул.
982;Замоскворечье;Пятницкая ул.
983;Замоскворечье;Пятницкий пер.
984;Замоскворечье;Раушская наб.
985;Замоскворечье;Руновский пер.
986;Замоскворечье;Садовническая наб.
987;Замоскворечье;Садовническая ул.
988;Замоскворечье;Садовнический пр.
989;Замоскворечье;Садовнический пер.
990;Замоскворечье;Серпуховская пл.
991;Замоскворечье;Серпуховский пер.
992;Замоскворечье;Средний Овчинниковский пер.
993;Замоскворечье;Старый Толмачёвский пер.
994;Замоскворечье;Стремянный пер.
995;Замоскворечье;Татарская ул.
996;Замоскворечье;Черниговский пер.
997;Замоскворечье;Шлюзовая наб.
998;Замоскворечье;Щипок ул.
999;Западное Дегунино;Ангарская ул.
1000;Западное Дегунино;Базовская ул.
1001;Западное Дегунино;Библиотечный пр.
1002;Западное Дегунино;Бусиновская Горка ул.
1003;Западное Дегунино;Бусиновский пр.
1004;Западное Дегунино;Верхнелихоборская ул.
1005;Западное Дегунино;Весенняя ул.
1006;Западное Дегунино;Дегунинская ул.
1007;Западное Дегунино;Дмитровское ш.
1008;Западное Дегунино;Ивана Сусанина ул.
1009;Западное Дегунино;Ижорская ул.
1010;Западное Дегунино;Ильменский пр.
1011;Западное Дегунино;Коровинское ш.
1012;Западное Дегунино;Краснополянская ул.
1013;Западное Дегунино;Маршала Федоренко ул.
1014;Западное Дегунино;Новая ул.
1015;Западное Дегунино;Путейская ул.
1016;Западное Дегунино;Пяловская ул.
1017;Западное Дегунино;Талдомская ул.
1018;Западное Дегунино;Туманяна пл.
1019;Зюзино;Азовская ул.
1020;Зюзино;Балаклавский пр-т
1021;Зюзино;Болотниковская ул.
1022;Зюзино;Большая Юшуньская ул.
1023;Зюзино;Внутренний пр.
1024;Зюзино;Каховка ул.
1025;Зюзино;Керченская ул.
1026;Зюзино;Малая Юшуньская ул.
1027;Зюзино;Нахимовский пр-т
1028;Зюзино;Одесская ул.
1029;Зюзино;Перекопская ул.
1030;Зюзино;Севастопольская пл.
1031;Зюзино;Севастопольский пр-т
1032;Зюзино;Сивашская ул.
1033;Зюзино;Симферопольский бул.
1034;Зюзино;Фруктовая ул.
1035;Зюзино;Херсонская ул.
1036;Зюзино;Черноморский бул.
1037;Зюзино;Чонгарский бул.
1038;Зябликово;Бесединское ш.
1039;Зябликово;Борисовский пр.
1040;Зябликово;Городянка ул.
1041;Зябликово;Елецкая ул.
1042;Зябликово;Задонский пр.
1043;Зябликово;Кустанайская ул.
1044;Зябликово;Мусы Джалиля ул.
1045;Зябликово;Ореховый бул.
1046;Зябликово;Ореховый пр.
1047;Зябликово;Шипиловская ул.
1048;Измайлово;1-й Измайловского Зверинца пер.
1049;Измайлово;1-я Измайловского Зверинца ул.
1050;Измайлово;1-я Парковая ул.
1051;Измайлово;1-я Прядильная ул.
1052;Измайлово;10-я Парковая ул.
1053;Измайлово;11-я Парковая ул.
1054;Измайлово;2-й Измайловского Зверинца пер.
1055;Измайлово;2-я Измайловского Зверинца ул.
1056;Измайлово;2-я Парковая ул.
1057;Измайлово;2-я Прядильная ул.
1058;Измайлово;3-я Парковая ул.
1059;Измайлово;3-я Прядильная ул.
1060;Измайлово;4-я Парковая ул.
1061;Измайлово;5-я Парковая ул.
1062;Измайлово;6-я Парковая ул.
1063;Измайлово;7-я Парковая ул.
1064;Измайлово;8-я Соколиной Горы ул.
1065;Измайлово;8-я Парковая ул.
1066;Измайлово;9-я Парковая ул.
1067;Измайлово;Большого Круга ал.
1068;Измайлово;Вернисажная ул.
1069;Измайлово;Верхняя Первомайская ул.
1070;Измайлово;Главная ал.
1071;Измайлово;Елагинский пр-т
1072;Измайлово;Заводской пр.
1073;Измайлово;Измайловская пл.
1074;Измайлово;Измайловский пр-т
1075;Измайлово;Измайловский пр.
1076;Измайлово;Измайловский бул.
1077;Измайлово;Измайловское ш.
1078;Измайлово;Московский пр-т
1079;Измайлово;Народный пр-т
1080;Измайлово;Нижняя Первомайская ул.
1081;Измайлово;Никитинская ул.
1082;Измайлово;Первомайская ул.
1083;Измайлово;Первомайская ал.
1084;Измайлово;Пролетарского Входа ал.
1085;Измайлово;Сиреневый бул.
1086;Измайлово;Советская ул.
1087;Измайлово;Средняя Первомайская ул.
1088;Измайлово;Щёлковское ш.
1089;Измайлово;Энтузиастов ш.
1090;Капотня;1-й Капотнинский пр.
1091;Капотня;2-й Капотнинский пр.
1092;Капотня;Верхние Поля ул.
1093;Капотня;Капотня ул.
1094;Коньково;Академика Арцимовича ул.
1095;Коньково;Академика Волгина ул.
1096;Коньково;Академика Капицы ул.
1097;Коньково;Академика Келдыша пл.
1098;Коньково;Академика Опарина ул.
1099;Коньково;Архитектора Белопольского ул.
1100;Коньково;Бутлерова ул.
1101;Коньково;Введенского ул.
1102;Коньково;Генерала Антонова ул.
1103;Коньково;Мартина Лютера Кинга пл.
1104;Коньково;Миклухо-Маклая ул.
1105;Коньково;Обручева ул.
1106;Коньково;Островитянова ул.
1107;Коньково;Профсоюзная ул.
1108;Коньково;Севастопольский пр-т
1109;Коптево;1-й Новомихалковский пр.
1110;Коптево;3-й Михалковский пер.
1111;Коптево;3-й Новомихалковский пр.
1112;Коптево;4-й Новомихалковский пр.
1113;Коптево;8-й Новоподмосковный пер.
1114;Коптево;Большая Академическая ул.
1115;Коптево;Генерала Рычагова ул.
1116;Коптево;Зои и Александра Космодемьянских ул.
1117;Коптево;Клары Цеткин ул.
1118;Коптево;Коптевская ул.
1119;Коптево;Коптевский бул.
1120;Коптево;Космонавта Волкова ул.
1121;Коптево;Лихоборские Бугры ул.
1122;Коптево;Матроса Железняка бул.
1123;Коптево;Михалковская ул.
1124;Коптево;Нарвская ул.
1125;Коптево;Новая Ипатовка ул.
1126;Коптево;Новопетровская ул.
1127;Коптево;Приорова ул.
1128;Коптево;Соболевский пр.
1129;Коптево;Старокоптевский пер.
1130;Коптево;Фармацевтический пр.
1131;Коптево;Черепановых пр.
1132;Косино-Ухтомский;1-й Красковский пр.
1133;Косино-Ухтомский;2-й Красковский пр.
1134;Косино-Ухтомский;8 Марта ул.
1135;Косино-Ухтомский;Большая Косинская ул.
1136;Косино-Ухтомский;Ветлужская ул.
1137;Косино-Ухтомский;Дмитриевского ул.
1138;Косино-Ухтомский;Заозёрная ул.
1139;Косино-Ухтомский;Златоустовская ул.
1140;Косино-Ухтомский;Камова ул.
1141;Косино-Ухтомский;Каскадная ул.
1142;Косино-Ухтомский;Косинское ш.
1143;Косино-Ухтомский;Красковская ул.
1144;Косино-Ухтомский;Красносолнечная ул.
1145;Косино-Ухтомский;Лениногорская ул.
1146;Косино-Ухтомский;Лётчика Павлова ул.
1147;Косино-Ухтомский;Лухмановская ул.
1148;Косино-Ухтомский;Лыткаринская ул.
1149;Косино-Ухтомский;Медведева ул.
1150;Косино-Ухтомский;Михельсона ул.
1151;Косино-Ухтомский;Муромская ул.
1152;Косино-Ухтомский;Наташи Качуевской ул.
1153;Косино-Ухтомский;Новоухтомская ул.
1154;Косино-Ухтомский;Новоухтомское ш.
1155;Косино-Ухтомский;Оранжерейная ул.
1156;Косино-Ухтомский;Оренбургская ул.
1157;Косино-Ухтомский;Пехорская ул.
1158;Косино-Ухтомский;Поселковая ул.
1159;Косино-Ухтомский;Розы Люксембург ул.
1160;Косино-Ухтомский;Руднёвка ул.
1161;Косино-Ухтомский;Салтыковская ул.
1162;Косино-Ухтомский;Святоозерская ул.
1163;Косино-Ухтомский;Татьяны Макаровой ул.
1164;Косино-Ухтомский;Третьего Интернационала ул.
1165;Косино-Ухтомский;Чебоксарская ул.
1166;Косино-Ухтомский;Чёрное Озеро ул.
1167;Котловка;5-й Загородный пр.
1168;Котловка;6-й Загородный пр.
1169;Котловка;Академика Векшинского ул.
1170;Котловка;Большая Черёмушкинская ул.
1171;Котловка;Винокурова ул.
1172;Котловка;Дмитрия Ульянова ул.
1173;Котловка;Кржижановского ул.
1174;Котловка;Нагорная ул.
1175;Котловка;Нагорный бул.
1176;Котловка;Нахимовский пр-т
1177;Котловка;Ремизова ул.
1178;Котловка;Севастопольский пр-т
1179;Красносельский;1-й Басманный пер.
1180;Красносельский;1-й Коптельский пер.
1181;Красносельский;1-й Красносельский пер.
1182;Красносельский;1-й Новый пер.
1183;Красносельский;1-й Ольховский туп.
1184;Красносельский;2-й Коптельский пер.
1185;Красносельский;2-й Красносельский пер.
1186;Красносельский;2-й Новый пер.
1187;Красносельский;2-я Леснорядская ул.
1188;Красносельский;3-й Красносельский пер.
1189;Красносельский;3-й Новый пер.
1190;Красносельский;4-й Красносельский пер.
1191;Красносельский;5-й Красносельский пер.
1192;Красносельский;6-й Красносельский пер.
1193;Красносельский;Академика Сахарова пр-т
1194;Красносельский;Ананьевский пер.
1195;Красносельский;Астраханский пер.
1196;Красносельский;Ащеулов пер.
1197;Красносельский;Басманный пер.
1198;Красносельский;Бобров пер.
1199;Красносельский;Большая Лубянка ул.
1200;Красносельский;Большая Спасская ул.
1201;Красносельский;Большая Сухаревская пл.
1202;Красносельский;Большой Балканский пер.
1203;Красносельский;Большой Краснопрудный туп.
1204;Красносельский;Верхняя Красносельская ул.
1205;Красносельский;Гаврикова ул.
1206;Красносельский;Газовский пер.
1207;Красносельский;Глухарёв пер.
1208;Красносельский;Грохольский пер.
1209;Красносельский;Давыдовский пер.
1210;Красносельский;Даев пер.
1211;Красносельский;Докучаев пер.
1212;Красносельский;Живарев пер.
1213;Красносельский;Индустриальный пер.
1214;Красносельский;Каланчёвская ул.
1215;Красносельский;Каланчёвский туп.
1216;Красносельский;Комсомольская пл.
1217;Красносельский;Комсомольской Площади пр.
1218;Красносельский;Костянский пер.
1219;Красносельский;Красноворотский пр.
1220;Красносельский;Краснопрудная ул.
1221;Красносельский;Краснопрудный пер.
1222;Красносельский;Красносельский туп.
1223;Красносельский;Красные Ворота пл.
1224;Красносельский;Лермонтовская пл.
1225;Красносельский;Леснорядская ул.
1226;Красносельский;Леснорядский пер.
1227;Красносельский;Лобачика ул.
1228;Красносельский;Луков пер.
1229;Красносельский;Малая Красносельская ул.
1230;Красносельский;Малая Лубянка ул.
1231;Красносельский;Малый Головин пер.
1232;Красносельский;Малый Краснопрудный туп.
1233;Красносельский;Маши Порываевой ул.
1234;Красносельский;Милютинский пер.
1235;Красносельский;Московско-Казанский пер.
1236;Красносельский;Мясницкая ул.
1237;Красносельский;Мясницкий пр.
1238;Красносельский;Нижняя Красносельская ул.
1239;Красносельский;Новая Басманная ул.
1240;Красносельский;Новая Переведеновская ул.
1241;Красносельский;Новорязанская ул.
1242;Красносельский;Ольховская ул.
1243;Красносельский;Ольховский туп.
1244;Красносельский;Ольховский пер.
1245;Красносельский;Орликов пер.
1246;Красносельский;Панкратьевский пер.
1247;Красносельский;Пантелеевская ул.
1248;Красносельский;Просвирин пер.
1249;Красносельский;Протопоповский пер.
1250;Красносельский;Русаковская ул.
1251;Красносельский;Рыбников пер.
1252;Красносельский;Рязанский пр.
1253;Красносельский;Рязанский пер.
1254;Красносельский;Садовая-Спасская ул.
1255;Красносельский;Селивёрстов пер.
1256;Красносельский;Скорняжный пер.
1257;Красносельский;Спасский туп.
1258;Красносельский;Сретенка ул.
1259;Красносельский;Сретенские Ворота пл.
1260;Красносельский;Сретенский туп.
1261;Красносельский;Сретенский пер.
1262;Красносельский;Сретенский бул.
1263;Красносельский;Тургеневская пл.
1264;Красносельский;Уланский пер.
1265;Красносельский;Фролов пер.
1266;Красносельский;Фуркасовский пер.
1267;Красносельский;Южный пр.
1268;Крылатское;2-я Крылатская ул.
1269;Крылатское;Защитников Неба пл.
1270;Крылатское;Крылатская ул.
1271;Крылатское;Крылатские Холмы ул.
1272;Крылатское;Осенний бул.
1273;Крылатское;Осенняя ул.
1274;Крылатское;Островная ул.
1275;Крылатское;Островной пр.
1276;Крылатское;Рубежный пр.
1277;Крылатское;Рублёвское ш.
1278;Крюково;1 Мая ул.
1279;Крюково;Александровка ул.
1280;Крюково;Андреевка ул.
1281;Крюково;Вторая Пятилетка ул.
1282;Крюково;Георгиевский пр-т
1283;Крюково;Дмитрия Разумовского ул.
1284;Крюково;Заводская ул.
1285;Крюково;Заводская ул.
1286;Крюково;Заводской туп.
1287;Крюково;Заводской пер.
1288;Крюково;Заречная ул.
1289;Крюково;Зелёная ул.
1290;Крюково;Каменка ул.
1291;Крюково;Крупской ул.
1292;Крюково;Ленина ул.
1293;Крюково;Лесная ул.
1294;Крюково;Лётчицы Тарасовой ул.
1295;Крюково;Логвиненко ул.
1296;Крюково;Малинская ул.
1297;Крюково;Медведковская ул.
1298;Крюково;Михайловка ул.
1299;Крюково;Новая ул.
1300;Крюково;Новокрюковская ул.
1301;Крюково;Новомалино ул.
1302;Крюково;Овражная ул.
1303;Крюково;Панфиловский пр-т
1304;Крюково;Первомайская ул.
1305;Крюково;Привокзальная пл.
1306;Крюково;Прудная ул.
1307;Крюково;Прудный пер.
1308;Крюково;Радио ул.
1309;Крюково;Радиоцентр ул.
1310;Крюково;Ровная ул.
1311;Крюково;Садовая ул.
1312;Крюково;Середниковская ул.
1313;Крюково;Советская ул.
1314;Крюково;ЦНИИМОД ул.
1315;Крюково;ЦНИИМЭ ул.
1316;Крюково;Чернышевского ул.
1317;Крюково;Школьная ул.
1318;Крюково;Школьная ул.
1319;Крюково;№ 673 пр.
1320;Кузьминки;Академика Скрябина ул.
1321;Кузьминки;Волгоградский пр-т
1322;Кузьминки;Волжский бул.
1323;Кузьминки;Есенинский бул.
1324;Кузьминки;Жигулёвская ул.
1325;Кузьминки;Заречье ул.
1326;Кузьминки;Зеленодольская ул.
1327;Кузьминки;Зеленодольский пр.
1328;Кузьминки;Краснодонская ул.
1329;Кузьминки;Кузьминская ул.
1330;Кузьминки;Маршала Чуйкова ул.
1331;Кузьминки;Окская ул.
1332;Кузьминки;Славы пл.
1333;Кузьминки;Фёдора Полетаева ул.
1334;Кузьминки;Шумилова ул.
1335;Кузьминки;Юных Ленинцев ул.
1336;Кунцево;1-я Крылатская ул.
1337;Кунцево;1-я Мякининская ул.
1338;Кунцево;11-ти Героев Сапёров ал.
1339;Кунцево;2-я Мякининская ул.
1340;Кунцево;2-я Новорублёвская ул.
1341;Кунцево;3-я Мякининская ул.
1342;Кунцево;3-я Черепковская ул.
1343;Кунцево;4-я Мякининская ул.
1344;Кунцево;5-я Мякининская ул.
1345;Кунцево;Академика Павлова ул.
1346;Кунцево;Академика Петрова пл.
1347;Кунцево;Бобруйская ул.
1348;Кунцево;Боженко ул.
1349;Кунцево;Василия Ботылёва ул.
1350;Кунцево;Екатерины Будановой ул.
1351;Кунцево;Ельнинская ул.
1352;Кунцево;Ивана Франко ул.
1353;Кунцево;Истринская ул.
1354;Кунцево;Коцюбинского ул.
1355;Кунцево;Крылатская ул.
1356;Кунцево;Кунцевская ул.
1357;Кунцево;Леси Украинки ул.
1358;Кунцево;Маршала Сергеева ул.
1359;Кунцево;Маршала Тимошенко ул.
1360;Кунцево;Молдавская ул.
1361;Кунцево;Молодогвардейская ул.
1362;Кунцево;Москворецкая ул.
1363;Кунцево;Набережная ул.
1364;Кунцево;Новолучанская ул.
1365;Кунцево;Новорублёвская ул.
1366;Кунцево;Обводное ш.
1367;Кунцево;Оршанская ул.
1368;Кунцево;Партизанская ул.
1369;Кунцево;Полоцкая ул.
1370;Кунцево;Рублёво-Успенское ш.
1371;Кунцево;Рублёвская ул.
1372;Кунцево;Рублёвское ш.
1373;Кунцево;Советская ул.
1374;Кунцево;Старолучанская ул.
1375;Кунцево;Ярцевская ул.
1376;Куркино;Воротынская ул.
1377;Куркино;Захарьинская ул.
1378;Куркино;Куркинское ш.
1379;Куркино;Ландышевая ул.
1380;Куркино;Машкинское ш.
1381;Куркино;Новогорская ул.
1382;Куркино;Новокуркинское ш.
1383;Куркино;Путилковское ш.
1384;Куркино;Родионовская ул.
1385;Куркино;Соколово-Мещерская ул.
1386;Куркино;Соловьиная Роща ул.
1387;Куркино;Юровская ул.
1388;Левобережный;Беломорская ул.
1389;Левобережный;Валдайский пр.
1390;Левобережный;Лавочкина ул.
1391;Левобережный;Левобережная ул.
1392;Левобережный;Ленинградское ш.
1393;Левобережный;Правобережная ул.
1394;Левобережный;Прибрежный пр.
1395;Левобережный;Смольная ул.
1396;Левобережный;Фестивальная ул.
1397;Левобережный;Флотская ул.
1398;Лефортово;1-й Кабельный пр.
1399;Лефортово;1-й Краснокурсантский пр.
1400;Лефортово;1-я Синичкина ул.
1401;Лефортово;1-я Кабельная ул.
1402;Лефортово;2-й Кабельный пр.
1403;Лефортово;2-й Краснокурсантский пр.
1404;Лефортово;2-я Синичкина ул.
1405;Лефортово;2-я Кабельная ул.
1406;Лефортово;3-я Кабельная ул.
1407;Лефортово;4-я Кабельная ул.
1408;Лефортово;5-я Кабельная ул.
1409;Лефортово;Авиамоторная ул.
1410;Лефортово;Авиамоторный пр.
1411;Лефортово;Андроновское ш.
1412;Лефортово;Боровая ул.
1413;Лефортово;Верхний Золоторожский пер.
1414;Лефортово;Волочаевская ул.
1415;Лефортово;Генерала Яковлева ул.
1416;Лефортово;Головинская наб.
1417;Лефортово;Госпитальная ул.
1418;Лефортово;Госпитальная пл.
1419;Лефортово;Госпитальный Вал ул.
1420;Лефортово;Дворникова ул.
1421;Лефортово;Душинская ул.
1422;Лефортово;Завода Серп и Молот пр.
1423;Лефортово;Золоторожская ул.
1424;Лефортово;Золоторожская наб.
1425;Лефортово;Золоторожский пр.
1426;Лефортово;Золоторожский Вал ул.
1427;Лефортово;Ивана Паристого пр.
1428;Лефортово;Ионинская ул.
1429;Лефортово;Княжекозловский пер.
1430;Лефортово;Княжнина ул.
1431;Лефортово;Красноказарменная ул.
1432;Лефортово;Красноказарменная пл.
1433;Лефортово;Красноказарменная наб.
1434;Лефортово;Красноказарменный пр.
1435;Лефортово;Краснокурсантская пл.
1436;Лефортово;Крюковская ул.
1437;Лефортово;Крюковский туп.
1438;Лефортово;Лапина ул.
1439;Лефортово;Левый туп.
1440;Лефортово;Лефортовский Вал ул.
1441;Лефортово;Лонгиновская ул.
1442;Лефортово;Магазинный туп.
1443;Лефортово;Мининский пер.
1444;Лефортово;Наличная ул.
1445;Лефортово;Перовский пр.
1446;Лефортово;Проломная Застава пл.
1447;Лефортово;Пруд-Ключики ул.
1448;Лефортово;Самокатная ул.
1449;Лефортово;Слободской пер.
1450;Лефортово;Солдатская ул.
1451;Лефортово;Солдатский пер.
1452;Лефортово;Средний Золоторожский пер.
1453;Лефортово;Старообрядческая ул.
1454;Лефортово;Сторожевая ул.
1455;Лефортово;Строгановский пр.
1456;Лефортово;Таможенный пр.
1457;Лефортово;Танковый пр.
1458;Лефортово;Упорный пер.
1459;Лефортово;Ухтомская ул.
1460;Лефортово;Ухтомский пер.
1461;Лефортово;Шепелюгинская ул.
1462;Лефортово;Шепелюгинский пер.
1463;Лефортово;Энергетическая ул.
1464;Лефортово;Энергетический пр.
1465;Лефортово;Энтузиастов ш.
1466;Лефортово;Юрьевская ул.
1467;Лефортово;Юрьевский пер.
1468;Лианозово;Абрамцевская ул.
1469;Лианозово;Алтуфьевское ш.
1470;Лианозово;Байдукова ул.
1471;Лианозово;Белякова ул.
1472;Лианозово;Водопьянова ул.
1473;Лианозово;Вологодский пр.
1474;Лианозово;Громова ул.
1475;Лианозово;Дмитровское ш.
1476;Лианозово;Доронина ул.
1477;Лианозово;Зональная ул.
1478;Лианозово;Илимская ул.
1479;Лианозово;Каманина ул.
1480;Лианозово;Кренкеля ул.
1481;Лианозово;Леваневского ул.
1482;Лианозово;Лианозовский пр.
1483;Лианозово;Молокова ул.
1484;Лианозово;Набережная ул.
1485;Лианозово;Новгородская ул.
1486;Лианозово;Псковская ул.
1487;Лианозово;Путевой пр.
1488;Лианозово;Слепнёва ул.
1489;Лианозово;Тобольский пер.
1490;Лианозово;Угличская ул.
1491;Лианозово;Фёдорова ул.
1492;Лианозово;Хотьковская ул.
1493;Лианозово;Череповецкая ул.
1494;Лианозово;Чкалова ул.
1495;Лианозово;Ширшова ул.
1496;Лианозово;Шмидта ул.
1497;Ломоносовский;Академика Пилюгина ул.
1498;Ломоносовский;Архитектора Власова ул.
1499;Ломоносовский;Вавилова ул.
1500;Ломоносовский;Вернадского пр-т
1501;Ломоносовский;Гарибальди ул.
1502;Ломоносовский;Кравченко ул.
1503;Ломоносовский;Крупской ул.
1504;Ломоносовский;Ленинский пр-т
1505;Ломоносовский;Марии Ульяновой ул.
1506;Ломоносовский;Нахимовский пр-т
1507;Ломоносовский;Панфёрова ул.
1508;Ломоносовский;Строителей ул.
1509;Лосиноостровский;1-я Напрудная ул.
1510;Лосиноостровский;2-я Напрудная ул.
1511;Лосиноостровский;Анадырский пр.
1512;Лосиноостровский;Джамгаровская ул.
1513;Лосиноостровский;Изумрудная ул.
1514;Лосиноостровский;Коминтерна ул.
1515;Лосиноостровский;Лётчика Бабушкина ул.
1516;Лосиноостровский;Магаданская ул.
1517;Лосиноостровский;Малыгина ул.
1518;Лосиноостровский;Менжинского ул.
1519;Лосиноостровский;Минусинская ул.
1520;Лосиноостровский;Норильская ул.
1521;Лосиноостровский;Оборонная ул.
1522;Лосиноостровский;Осташковская ул.
1523;Лосиноостровский;Осташковский пр.
1524;Лосиноостровский;Стартовая ул.
1525;Лосиноостровский;Таёжная ул.
1526;Лосиноостровский;Таймырская ул.
1527;Лосиноостровский;Тайнинская ул.
1528;Лосиноостровский;Челюскинская ул.
1529;Лосиноостровский;Шушенская ул.
1530;Лосиноостровский;Янтарный пр.
1531;Люблино;40 лет Октября пр-т
1532;Люблино;Армавирская ул.
1533;Люблино;Белореченская ул.
1534;Люблино;Верхние Поля ул.
1535;Люблино;Высотный пр.
1536;Люблино;Головачёва ул.
1537;Люблино;Егорьевская ул.
1538;Люблино;Егорьевский пр.
1539;Люблино;Ейская ул.
1540;Люблино;Заречье ул.
1541;Люблино;Иловайская ул.
1542;Люблино;Кирова пр.
1543;Люблино;Котельный пр.
1544;Люблино;Краснодарская ул.
1545;Люблино;Краснодарский пр.
1546;Люблино;Краснодонская ул.
1547;Люблино;Кремлёвских Курсантов ал.
1548;Люблино;Кубанская ул.
1549;Люблино;Кузнечный туп.
1550;Люблино;Курская ул.
1551;Люблино;Летняя ул.
1552;Люблино;Люблинская ул.
1553;Люблино;Мариупольская ул.
1554;Люблино;Маршала Баграмяна ул.
1555;Люблино;Маршала Кожедуба ул.
1556;Люблино;Марьинский Парк ул.
1557;Люблино;Нижние Поля ул.
1558;Люблино;Новороссийская ул.
1559;Люблино;Перерва ул.
1560;Люблино;Совхозная ул.
1561;Люблино;Спортивный пр.
1562;Люблино;Ставропольская ул.
1563;Люблино;Ставропольский пр.
1564;Люблино;Степана Шутова ул.
1565;Люблино;Судакова ул.
1566;Люблино;Таганрогская ул.
1567;Люблино;Тихая ул.
1568;Люблино;Тихорецкий бул.
1569;Люблино;Цимлянская ул.
1570;Люблино;Чагинская ул.
1571;Марьина Роща;1-й Марьиной Рощи пр.
1572;Марьина Роща;1-й Вышеславцев пер.
1573;Марьина Роща;1-й Новотихвинский пер.
1574;Марьина Роща;1-й Стрелецкий пр.
1575;Марьина Роща;1-я Ямская ул.
1576;Марьина Роща;10-й Марьиной Рощи пр.
1577;Марьина Роща;11-й Марьиной Рощи пр.
1578;Марьина Роща;12-й Марьиной Рощи пр.
1579;Марьина Роща;13-й Марьиной Рощи пр.
1580;Марьина Роща;14-й Марьиной Рощи пр.
1581;Марьина Роща;17-й Марьиной Рощи пр.
1582;Марьина Роща;2-й Марьиной Рощи пр.
1583;Марьина Роща;2-й Вышеславцев пер.
1584;Марьина Роща;2-й Стрелецкий пр.
1585;Марьина Роща;2-я Марьиной Рощи ул.
1586;Марьина Роща;2-я Ямская ул.
1587;Марьина Роща;3-й Марьиной Рощи пр.
1588;Марьина Роща;3-й Стрелецкий пр.
1589;Марьина Роща;3-я Марьиной Рощи ул.
1590;Марьина Роща;4-й Марьиной Рощи пр.
1591;Марьина Роща;4-й Стрелецкий пр.
1592;Марьина Роща;4-я Марьиной Рощи ул.
1593;Марьина Роща;5-й Марьиной Рощи пр.
1594;Марьина Роща;6-й Марьиной Рощи пр.
1595;Марьина Роща;8-й Марьиной Рощи пр.
1596;Марьина Роща;9-й Марьиной Рощи пр.
1597;Марьина Роща;Анненская ул.
1598;Марьина Роща;Анненский пр.
1599;Марьина Роща;Борьбы пл.
1600;Марьина Роща;Веткин пр.
1601;Марьина Роща;Веткина ул.
1602;Марьина Роща;Двинцев ул.
1603;Марьина Роща;Достоевского ул.
1604;Марьина Роща;Институтский пер.
1605;Марьина Роща;Лазаревский пер.
1606;Марьина Роща;Минаевский пр.
1607;Марьина Роща;Минаевский пер.
1608;Марьина Роща;Мира пр-т
1609;Марьина Роща;Новосущёвская ул.
1610;Марьина Роща;Новосущёвский пер.
1611;Марьина Роща;Новотихвинская ул.
1612;Марьина Роща;Образцова ул.
1613;Марьина Роща;Огородный пр.
1614;Марьина Роща;Октябрьская ул.
1615;Марьина Роща;Октябрьский пер.
1616;Марьина Роща;Перуновский пер.
1617;Марьина Роща;Полковая ул.
1618;Марьина Роща;Рижская пл.
1619;Марьина Роща;Савёловский пр.
1620;Марьина Роща;Складочная ул.
1621;Марьина Роща;Складочный туп.
1622;Марьина Роща;Советской Армии ул.
1623;Марьина Роща;Старомарьинское ш.
1624;Марьина Роща;Стрелецкая ул.
1625;Марьина Роща;Сущёвский Вал ул.
1626;Марьина Роща;Тихвинская ул.
1627;Марьина Роща;Трифоновская ул.
1628;Марьина Роща;Шереметьевская ул.
1629;Матушкино;1-й Западный пр.
1630;Матушкино;2-й Западный пр.
1631;Матушкино;Берёзовая ал.
1632;Матушкино;Генерала Алексеева пр-т
1633;Матушкино;Конструктора Гуськова ул.
1634;Матушкино;Ленинградское ш.
1635;Матушкино;Лётчика Полагушина ул.
1636;Матушкино;Николая Злобина ул.
1637;Матушкино;Панфиловский пр-т
1638;Матушкино;Центральный пр-т
1639;Матушкино;Юности ул.
1640;Матушкино;Юности пл.
1641;Матушкино;№ 4801 пр.
1642;Матушкино;№ 4914 пр.
1643;Матушкино;№ 4919 пр.
1644;Метрогородок;Абрамцевская а пр.
1645;Метрогородок;Бумажная а пр.
1646;Метрогородок;Вербная ул.
1647;Метрогородок;Лосиноостровская ул.
1648;Метрогородок;Монтажная ул.
1649;Метрогородок;Николая Химушина ул.
1650;Метрогородок;Открытое ш.
1651;Метрогородок;Пермская ул.
1652;Метрогородок;Тагильская ул.
